=======================================================
acc,=,23.0
use_set,=,libri
hold_sec,=,1.0
batch_size_val,=,70
continue_from,=,models/deepspeech_20.pth.tar
save_folder,=,models/
force_duration,=,-1.0
hold_idx,=,-1
start_epoch,=,-1
checkpoint,=,True
seed,=,1
model_path,=,models/deepspeech_final.pth.tar
batch_1_file,=,fd-1.0_bs1_gpuFalse.csv
n_trials,=,-1
cpu,=,1
=======================================================
batch_num,batch_latency,batch_duration_s,batch_seq_len,batch_size_kb,item_num,item_latency,item_duration_s,item_seq_len,item_size_kb,word_count,char_count,word_err_count,char_err_count,pred,target
1,7.37360095978,136.81,13736,4381.0,21,0.744531869888,1.905,191,61.004,2,16,0,0,EXPLAIN YOURSELF,EXPLAIN YOURSELF
1,7.37360095978,136.81,13736,4381.0,22,0.746541976929,1.915,192,61.324,4,18,0,0,HE KNOWS THEM BOTH,HE KNOWS THEM BOTH
1,7.37360095978,136.81,13736,4381.0,23,0.755030870438,1.92,193,61.484,4,21,0,0,YOU ARE POSITIVE THEN,YOU ARE POSITIVE THEN
1,7.37360095978,136.81,13736,4381.0,24,0.766242027283,1.94,195,62.124,4,20,0,0,IT IS ANNOYANCE THEN,IT IS ANNOYANCE THEN
1,7.37360095978,136.81,13736,4381.0,25,0.765422105789,1.945,195,62.284,5,23,1,1,IT WAS WRITTEN IN LETIN,IT WAS WRITTEN IN LATIN
1,7.37360095978,136.81,13736,4381.0,26,0.755471944809,1.95,196,62.444,8,33,1,1,HAVE I TOLD YOU ABOUT MY NEW PLA,HAVE I TOLD YOU ABOUT MY NEW PLAY
1,7.37360095978,136.81,13736,4381.0,27,0.760730981827,1.955,196,62.604,4,21,4,8,SUPPOSITS OF BRAND,SUPPOSE IT'S A FRIEND
1,7.37360095978,136.81,13736,4381.0,28,0.755427122116,1.955,196,62.604,6,30,1,1,WHERE WAS THE USE OF AMAGINING,WHERE WAS THE USE OF IMAGINING
1,7.37360095978,136.81,13736,4381.0,29,0.758123874664,1.96,197,62.764,6,27,0,0,THAT'S THE WAY OF THE WORLD,THAT'S THE WAY OF THE WORLD
1,7.37360095978,136.81,13736,4381.0,30,0.762707948685,1.975,198,63.244,3,22,1,1,EXPERIENCE PROVES THAS,EXPERIENCE PROVES THIS
1,7.37360095978,136.81,13736,4381.0,31,0.765852928162,1.975,198,63.244,8,35,2,1,WE DON'T KNOW WHEREIT WILL TAKE US,WE DON'T KNOW WHERE IT WILL TAKE US
1,7.37360095978,136.81,13736,4381.0,32,0.775526046753,1.98,199,63.404,4,18,1,1,I WILL PRACTISE IT,I WILL PRACTICE IT
1,7.37360095978,136.81,13736,4381.0,33,0.775552988052,1.98,199,63.404,6,23,0,0,ONLY FOR A MINUTE OR SO,ONLY FOR A MINUTE OR SO
1,7.37360095978,136.81,13736,4381.0,34,0.77373790741,1.99,200,63.724,6,29,3,3,BUT WE'REGOING JUST E SAME,BUT WE'RE GOING JUST THE SAME
1,7.37360095978,136.81,13736,4381.0,35,0.779121875763,1.995,200,63.884,6,28,1,1,I NAMED NINE OTHERS IND SAID,I NAMED NINE OTHERS AND SAID
1,7.37360095978,136.81,13736,4381.0,36,0.770658969879,1.995,200,63.884,3,20,1,6,FERNETIAN VERY GOOD,PHOENICIAN VERY GOOD
1,7.37360095978,136.81,13736,4381.0,37,0.781389951706,2.0,201,64.044,5,22,0,0,NO GOOD MY DEAR WATSON,NO GOOD MY DEAR WATSON
1,7.37360095978,136.81,13736,4381.0,38,0.786764144897,2.0,201,64.044,4,22,4,11,FOU TELL O LA,WON'T YOU TELL DOUGLAS
1,7.37360095978,136.81,13736,4381.0,39,0.786860942841,2.005,201,64.204,5,28,2,2,AT ANOTHER TIME HAROLD ASKE,AT ANOTHER TIME HARALD ASKED
1,7.37360095978,136.81,13736,4381.0,40,0.778125047684,2.01,202,64.364,3,15,1,1,YES SAID RECHEL,YES SAID RACHEL
1,7.37360095978,136.81,13736,4381.0,41,0.786636829376,2.02,203,64.684,2,13,1,2,SQUEAK SQUICK,SQUEAK SQUEAK
1,7.37360095978,136.81,13736,4381.0,42,0.786082983017,2.02,203,64.684,5,28,1,1,TO MORROW AS THE EXAMINATION,TO MORROW IS THE EXAMINATION
1,7.37360095978,136.81,13736,4381.0,43,0.79080915451,2.02,203,64.684,6,28,4,6,THE LAT A JECKEDHIM THEN,THE LAD HAD CHECKED HIM THEN
1,7.37360095978,136.81,13736,4381.0,44,0.787553071976,2.025,203,64.844,8,33,3,6,HE WAS THE LAST ATURND TO CRYST,HE WAS THE LAST TO TURN TO CHRIST
1,7.37360095978,136.81,13736,4381.0,45,0.790055990219,2.03,204,65.004,6,33,2,2,FROBABLY NOT TLL THE SECOND POST,PROBABLY NOT TILL THE SECOND POST
1,7.37360095978,136.81,13736,4381.0,46,0.791211843491,2.035,204,65.164,5,29,5,14,AD AXANDER THAT OU SLEEPLY,ALEXANDRA LETS YOU SLEEP LATE
1,7.37360095978,136.81,13736,4381.0,47,0.805835962296,2.04,205,65.324,6,29,2,4,IT A STOCK COMPANY IN RICH,IT'S A STOCK COMPANY AND RICH
1,7.37360095978,136.81,13736,4381.0,48,0.802070140839,2.05,206,65.644,2,14,0,0,ROBIN FITZOOTH,ROBIN FITZOOTH
1,7.37360095978,136.81,13736,4381.0,49,0.81519985199,2.06,207,65.964,5,25,1,1,AND ONE MORE THES MORNING,AND ONE MORE THIS MORNING
1,7.37360095978,136.81,13736,4381.0,50,0.813701868057,2.06,207,65.964,7,34,0,0,THE ROOM WAS EMPTY WHEN HE ENTERED,THE ROOM WAS EMPTY WHEN HE ENTERED
1,7.37360095978,136.81,13736,4381.0,51,0.810685873032,2.065,207,66.124,9,40,6,13,I DON'T MOT ESTAND AROUND OF NOGON,I DON'T WANT TO STAND AROUND AND LOOK ON
1,7.37360095978,136.81,13736,4381.0,52,0.807329893112,2.065,207,66.124,7,29,0,0,HE PUT HIS SHOES ON THE TABLE,HE PUT HIS SHOES ON THE TABLE
1,7.37360095978,136.81,13736,4381.0,53,0.812297821045,2.085,209,66.764,5,23,0,0,HE COULD WAIT NO LONGER,HE COULD WAIT NO LONGER
1,7.37360095978,136.81,13736,4381.0,54,0.812987089157,2.09,210,66.924,7,26,3,4,HO BARTLY WHAT AM MI TO DO,OH BARTLEY WHAT AM I TO DO
1,7.37360095978,136.81,13736,4381.0,55,0.810836076736,2.09,210,66.924,7,30,0,0,I GOT IN ABOUT TEN MINUTES AGO,I GOT IN ABOUT TEN MINUTES AGO
1,7.37360095978,136.81,13736,4381.0,56,0.822494983673,2.1,211,67.244,8,41,1,1,SHE DOESN'T TAKE OP WITH ANYBODY YOU KNOW,SHE DOESN'T TAKE UP WITH ANYBODY YOU KNOW
1,7.37360095978,136.81,13736,4381.0,57,0.825088024139,2.105,211,67.404,6,28,3,3,THE WORK HAD THE BECONDENSED,THE WORK HAD TO BE CONDENSED
1,7.37360095978,136.81,13736,4381.0,58,0.828523159027,2.11,212,67.564,6,24,2,2,WHYRE WE TO BE DIVIDED,WHY ARE WE TO BE DIVIDED
1,7.37360095978,136.81,13736,4381.0,59,0.827672958374,2.11,212,67.564,3,15,0,0,SLANG IS ODIOUS,SLANG IS ODIOUS
1,7.37360095978,136.81,13736,4381.0,60,0.826282978058,2.11,212,67.564,5,26,2,4,ALEXENDRA DID NOT SET DOWN,ALEXANDER DID NOT SIT DOWN
1,7.37360095978,136.81,13736,4381.0,61,0.850880861282,2.11,212,67.564,8,28,5,7,HE HAS BUT A BAY THAN TEN SAI,HE IS BUT A BOY THE MEN SAID
1,7.37360095978,136.81,13736,4381.0,62,0.848517894745,2.11,212,67.564,2,13,1,2,FINE CLORRIOUS,FINE GLORIOUS
1,7.37360095978,136.81,13736,4381.0,63,0.842844009399,2.11,212,67.564,7,32,1,1,I PAINTED THE EYES WRED FOR ANGER,I PAINTED THE EYES RED FOR ANGER
1,7.37360095978,136.81,13736,4381.0,64,0.833877801895,2.11,212,67.564,3,19,3,7,HESTORYS WIE,THE STORY'S WRITTEN
1,7.37360095978,136.81,13736,4381.0,65,0.831568002701,2.11,212,67.564,4,14,0,0,I AM VERY GLAD,I AM VERY GLAD
1,7.37360095978,136.81,13736,4381.0,66,0.837270975113,2.125,213,68.044,6,26,0,0,ALL IS SAID WITHOUT A WORD,ALL IS SAID WITHOUT A WORD
1,7.37360095978,136.81,13736,4381.0,67,0.840840101242,2.125,213,68.044,5,28,2,5,ALIZE OF PARSONS SHOOK HER HEAD,ELIZA PARSONS SHOOK HER HEAD
1,7.37360095978,136.81,13736,4381.0,68,0.836720943451,2.13,214,68.204,4,27,0,0,THE WOMAN SEEMED THOUGHTFUL,THE WOMAN SEEMED THOUGHTFUL
1,7.37360095978,136.81,13736,4381.0,69,0.836935997009,2.13,214,68.204,7,36,2,5,AN THE LEADER PARTED FROM THE LI,THEN THE LEADER PARTED FROM THE LINE
1,7.37360095978,136.81,13736,4381.0,70,0.837010860443,2.135,214,68.364,6,30,3,7,I'LL PAY LL THE COSPICEITES,I'LL PAY ALL THE COSTS BESIDES
2,7.90134596825,155.509999,15600,4979.4,71,0.83437204361,2.135,214,68.364,7,32,2,2,BRING IN THE DABLEWE ARE HUNGRY,BRING IN THE TABLE WE ARE HUNGRY
2,7.90134596825,155.509999,15600,4979.4,72,0.837191104889,2.135,214,68.364,3,13,0,0,WHAT IS SLANG,WHAT IS SLANG
2,7.90134596825,155.509999,15600,4979.4,73,0.836874008179,2.135,214,68.364,7,38,0,0,YOU DON'T SEEM TO REALIZE THE POSITION,YOU DON'T SEEM TO REALIZE THE POSITION
2,7.90134596825,155.509999,15600,4979.4,74,0.848685979843,2.14,215,68.524,6,19,2,3,IT ISN'T DUTY SAID I,IT IS A DUTY SAID I
2,7.90134596825,155.509999,15600,4979.4,75,0.848637104034,2.14,215,68.524,4,23,0,0,AIN'T THEY THE GREATEST,AIN'T THEY THE GREATEST
2,7.90134596825,155.509999,15600,4979.4,76,0.866086006165,2.14,215,68.524,7,37,0,0,YOUR MOTHER THE QUEEN WAS STANDING BY,YOUR MOTHER THE QUEEN WAS STANDING BY
2,7.90134596825,155.509999,15600,4979.4,77,0.856426000595,2.14,215,68.524,6,26,0,0,HE MAKES IT SORT OF COZIER,HE MAKES IT SORT OF COZIER
2,7.90134596825,155.509999,15600,4979.4,78,0.855221986771,2.145,215,68.684,5,23,1,2,I LUDE TO THE GODDESS,I ALLUDE TO THE GODDESS
2,7.90134596825,155.509999,15600,4979.4,79,0.855134010315,2.145,215,68.684,6,31,1,1,JUST CLOSE THE DOOR SAID HOMES,JUST CLOSE THE DOOR SAID HOLMES
2,7.90134596825,155.509999,15600,4979.4,80,0.852823019028,2.15,216,68.844,4,14,0,0,NOW TO BED BOY,NOW TO BED BOY
2,7.90134596825,155.509999,15600,4979.4,81,0.857612133026,2.155,216,69.004,5,20,2,2,SO WIT IS SAND ANDERS,SO IT IS SAID ANDERS
2,7.90134596825,155.509999,15600,4979.4,82,0.859050035477,2.155,216,69.004,4,28,1,4,THE FORMER BEOLORY GROANED,THE FORMER BOOLOOROO GROANED
2,7.90134596825,155.509999,15600,4979.4,83,0.871559143066,2.16,217,69.164,6,29,1,1,WERN'T YOU HAPPY THEN AT ALL,WEREN'T YOU HAPPY THEN AT ALL
2,7.90134596825,155.509999,15600,4979.4,84,0.852578878403,2.16,217,69.164,5,26,2,5,BUT THAT IS CATFEIR'S NIFE,BUT THAT IS KAFFAR'S KNIFE
2,7.90134596825,155.509999,15600,4979.4,85,0.855706930161,2.16,217,69.164,7,22,1,1,HIM TO BE OR NOT TO BE,HAM TO BE OR NOT TO BE
2,7.90134596825,155.509999,15600,4979.4,86,0.859303951263,2.165,217,69.324,7,33,0,0,SO WE HARRIED THE COAST OF NORWAY,SO WE HARRIED THE COAST OF NORWAY
2,7.90134596825,155.509999,15600,4979.4,87,0.857401847839,2.165,217,69.324,7,36,1,2,AND HOW ODD THE DIRECTIONS FIRL LOOK,AND HOW ODD THE DIRECTIONS WILL LOOK
2,7.90134596825,155.509999,15600,4979.4,88,0.855036020279,2.165,217,69.324,4,20,0,0,ANDERS FACE GREW RED,ANDERS FACE GREW RED
2,7.90134596825,155.509999,15600,4979.4,89,0.856812953949,2.165062,217,69.326,6,33,3,4,MISTRY AGO IS AN AMERICAND PHILIP,MISTER JAGO IS AN AMERICAN PHILIP
2,7.90134596825,155.509999,15600,4979.4,90,0.857311964035,2.17,218,69.484,7,34,4,3,IT'WILL BE NOTISAPPOINTMENT TO ME,IT WILL BE NO DISAPPOINTMENT TO ME
2,7.90134596825,155.509999,15600,4979.4,91,0.856163024902,2.17,218,69.484,3,12,0,0,AH VERY WELL,AH VERY WELL
2,7.90134596825,155.509999,15600,4979.4,92,0.858016967773,2.175,218,69.644,6,26,3,5,ELP WHELL SIR WHAT ABOUT IM,OH WELL SIR WHAT ABOUT HIM
2,7.90134596825,155.509999,15600,4979.4,93,0.854933977127,2.175,218,69.644,3,18,0,0,I DON'T ANTICIPATE,I DON'T ANTICIPATE
2,7.90134596825,155.509999,15600,4979.4,94,0.855943918228,2.175,218,69.644,5,24,0,0,NO MORE THAN THE DANCING,NO MORE THAN THE DANCING
2,7.90134596825,155.509999,15600,4979.4,95,0.853845119476,2.175,218,69.644,2,14,0,0,THE UNIVERSITY,THE UNIVERSITY
2,7.90134596825,155.509999,15600,4979.4,96,0.860126018524,2.179937,218,69.802,3,21,1,1,HES SWIFTLY PUNISHED,HE'S SWIFTLY PUNISHED
2,7.90134596825,155.509999,15600,4979.4,97,0.866920948029,2.18,219,69.804,3,13,0,0,YES DON'T YOU,YES DON'T YOU
2,7.90134596825,155.509999,15600,4979.4,98,0.868189811707,2.18,219,69.804,9,34,0,0,IF I FEEL THAT WAY I FEEL THAT WAY,IF I FEEL THAT WAY I FEEL THAT WAY
2,7.90134596825,155.509999,15600,4979.4,99,0.865030050278,2.19,220,70.124,4,21,0,0,YOU KNOW CAPTAIN LAKE,YOU KNOW CAPTAIN LAKE
2,7.90134596825,155.509999,15600,4979.4,100,0.86301112175,2.19,220,70.124,4,20,0,0,LOOK CLOSELY AT LIFE,LOOK CLOSELY AT LIFE
2,7.90134596825,155.509999,15600,4979.4,101,0.867225885391,2.21,222,70.764,7,27,1,1,POISER IS NOT AT HOME IS HE,POYSER IS NOT AT HOME IS HE
2,7.90134596825,155.509999,15600,4979.4,102,0.871719837189,2.215,222,70.924,7,35,1,1,THEN HE TURNED O ME AGAIN FROWNING,THEN HE TURNED TO ME AGAIN FROWNING
2,7.90134596825,155.509999,15600,4979.4,103,0.868988990784,2.215,222,70.924,2,17,2,9,STUFF ANALSTEDILOS,STEPHANOS DEDALOS
2,7.90134596825,155.509999,15600,4979.4,104,0.873110055923,2.215,222,70.924,7,26,5,6,HORTOUCHES ME AN I AMBED,WHO TOUCHES ME AM I IN BED
2,7.90134596825,155.509999,15600,4979.4,105,0.867162942886,2.215,222,70.924,7,31,0,0,SO IT IS WITH THE LOWER ANIMALS,SO IT IS WITH THE LOWER ANIMALS
2,7.90134596825,155.509999,15600,4979.4,106,0.861886024475,2.215,222,70.924,8,37,3,5,THESE A AVE THE THREE OF MY BROTHERS,THESE HE GAVE TO THREE OF MY BROTHERS
2,7.90134596825,155.509999,15600,4979.4,107,0.883900880814,2.22,223,71.084,8,40,2,4,I SUPPOSE THAT'S THE WHIT SAISON TOO THEN,I SUPPOSE THAT'S THE WET SEASON TOO THEN
2,7.90134596825,155.509999,15600,4979.4,108,0.875910997391,2.225,223,71.244,4,27,3,2,THAT IN VITATION DESIDED HER,THAT INVITATION DECIDED HER
2,7.90134596825,155.509999,15600,4979.4,109,0.875281095505,2.225,223,71.244,8,35,0,0,HE IS THE ONE WITH THE WORST RECORD,HE IS THE ONE WITH THE WORST RECORD
2,7.90134596825,155.509999,15600,4979.4,110,0.880249977112,2.225,223,71.244,10,44,3,6,BUT I STAYED THAT SPRANG HIM BUILT ME A BO,BUT I STAYED THAT SPRING AND BUILT ME A BOAT
2,7.90134596825,155.509999,15600,4979.4,111,0.87758898735,2.225,223,71.244,8,33,0,0,HE TRIED TO THINK HOW IT COULD BE,HE TRIED TO THINK HOW IT COULD BE
2,7.90134596825,155.509999,15600,4979.4,112,0.880383014679,2.23,224,71.404,5,19,4,8,NO WOIT' SUT YOU SON,NO ITS NOT TOO SOON
2,7.90134596825,155.509999,15600,4979.4,113,0.882713079453,2.23,224,71.404,9,49,3,9,RELAPSES IN DECIENCE FOR THE REST OF THE UNNIN,RELAPSES INTO SILENCE FOR THE REST OF THE EVENING
2,7.90134596825,155.509999,15600,4979.4,114,0.89697098732,2.235,224,71.564,4,28,2,8,INTERED LORD ARTHUR FLUFANEES,ENTER LORD ARTHUR FLUFFINOSE
2,7.90134596825,155.509999,15600,4979.4,115,0.886563062668,2.235,224,71.564,9,40,5,16,HE ATASOIS NOT EXPECTED US,HE ACTS AS THOUGH HE HAD NOT EXPECTED US
2,7.90134596825,155.509999,15600,4979.4,116,0.898378133774,2.24,225,71.724,8,34,0,0,HOW DID HER MOTHER EVER LET HER GO,HOW DID HER MOTHER EVER LET HER GO
2,7.90134596825,155.509999,15600,4979.4,117,0.90309715271,2.24,225,71.724,6,31,2,4,WILL THE HERENS HERE HIS GROANS,WILL THE HURONS HEAR HIS GROANS
2,7.90134596825,155.509999,15600,4979.4,118,0.89969587326,2.255,226,72.204,3,13,2,8,YOU OR,YOU ARE ACUTE
2,7.90134596825,155.509999,15600,4979.4,119,0.908373117447,2.26,227,72.364,4,16,1,1,TO DAY I SHAUTED,TO DAY I SHOUTED
2,7.90134596825,155.509999,15600,4979.4,120,0.902529001236,2.26,227,72.364,2,15,0,0,SPINNING INDEED,SPINNING INDEED
2,7.90134596825,155.509999,15600,4979.4,121,0.905109167099,2.265,227,72.524,6,31,1,1,AFTER ALL WE WERE AWTULLY YOUNG,AFTER ALL WE WERE AWFULLY YOUNG
2,7.90134596825,155.509999,15600,4979.4,122,0.916584014893,2.27,228,72.684,8,38,1,3,AND ALL THE BRETHROOM WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME
2,7.90134596825,155.509999,15600,4979.4,123,0.903021097183,2.275,228,72.844,5,27,2,3,SOMEHOW I AD CROW NERVOUS,SOMEHOW I HAD GROWN NERVOUS
2,7.90134596825,155.509999,15600,4979.4,124,0.907692909241,2.275,228,72.844,5,26,0,0,THE CAPTAIN SHOOK HIS HEAD,THE CAPTAIN SHOOK HIS HEAD
2,7.90134596825,155.509999,15600,4979.4,125,0.907091856003,2.28,229,73.004,3,22,1,3,MISTER OTLES INDEED,MISTER OTTLEY'S INDEED
2,7.90134596825,155.509999,15600,4979.4,126,0.908243894577,2.28,229,73.004,5,17,0,0,SO IT SEEMS TO ME,SO IT SEEMS TO ME
2,7.90134596825,155.509999,15600,4979.4,127,0.909056901932,2.29,230,73.324,7,36,1,1,SHE HAS BEEN DEAD THES TWENTY YEARS,SHE HAS BEEN DEAD THESE TWENTY YEARS
2,7.90134596825,155.509999,15600,4979.4,128,0.903621196747,2.295,230,73.484,5,22,0,0,HE ONLY SHOOK HIS HEAD,HE ONLY SHOOK HIS HEAD
2,7.90134596825,155.509999,15600,4979.4,129,0.920461177826,2.3,231,73.644,5,24,0,0,THE COUNT SHOOK HIS HEAD,THE COUNT SHOOK HIS HEAD
2,7.90134596825,155.509999,15600,4979.4,130,0.924021959305,2.305,231,73.804,5,25,1,1,SHE GATHERED UP HER RAINS,SHE GATHERED UP HER REINS
2,7.90134596825,155.509999,15600,4979.4,131,0.923714876175,2.31,232,73.964,3,21,0,0,OCEAN REIGNED SUPREME,OCEAN REIGNED SUPREME
2,7.90134596825,155.509999,15600,4979.4,132,0.916445970535,2.315,232,74.124,8,33,0,0,WHY SHOULD HE NOT BE AS OTHER MEN,WHY SHOULD HE NOT BE AS OTHER MEN
2,7.90134596825,155.509999,15600,4979.4,133,0.9204018116,2.315,232,74.124,8,38,0,0,I GET NOTHING BUT MISERY OUT OF EITHER,I GET NOTHING BUT MISERY OUT OF EITHER
2,7.90134596825,155.509999,15600,4979.4,134,0.934779882431,2.325,233,74.444,7,37,4,7,I HAVE MAYOWDRIASONS MISTER MARCHAL,I HAVE MY OWN REASONS MISTER MARSHALL
2,7.90134596825,155.509999,15600,4979.4,135,0.944208860397,2.325,233,74.444,7,33,2,5,FROM GLAD SHE'S HELD AR OWN SINCE,I'M GLAD SHE'S HELD HER OWN SINCE
2,7.90134596825,155.509999,15600,4979.4,136,0.94141793251,2.335,234,74.764,5,33,3,6,THE VERY BILITY OF MULTIFUL PARTS,THE VARIABILITY OF MULTIPLE PARTS
2,7.90134596825,155.509999,15600,4979.4,137,0.932099819183,2.335,234,74.764,8,41,3,4,ALMOST INSTANTLY YHO AS FORCED TO THE TO,ALMOST INSTANTLY HE WAS FORCED TO THE TOP
2,7.90134596825,155.509999,15600,4979.4,138,0.92910194397,2.335,234,74.764,6,26,2,1,NEVER THATSIR HE HAD SAID,NEVER THAT SIR HE HAD SAID
2,7.90134596825,155.509999,15600,4979.4,139,0.931002855301,2.335,234,74.764,4,17,1,2,AND LOVE BE FALTS,AND LOVE BE FALSE
2,7.90134596825,155.509999,15600,4979.4,140,0.94363284111,2.34,235,74.924,8,34,0,0,I KNOW HE HAD IT THIS VERY EVENING,I KNOW HE HAD IT THIS VERY EVENING
3,8.23168897629,171.465062,17197,5489.962,141,0.937988996506,2.34,235,74.924,7,34,0,0,BUT NOW NOTHING COULD HOLD ME BACK,BUT NOW NOTHING COULD HOLD ME BACK
3,8.23168897629,171.465062,17197,5489.962,142,0.938544988632,2.34,235,74.924,5,27,1,1,I BOLDLY LIGHTED MY THEROOT,I BOLDLY LIGHTED MY CHEROOT
3,8.23168897629,171.465062,17197,5489.962,143,0.954075098038,2.34,235,74.924,7,31,2,3,THE CHEIR WAS EMPTY LET HE KNEW,THE CHAIR WAS EMPTY BUT HE KNEW
3,8.23168897629,171.465062,17197,5489.962,144,0.941298961639,2.35,236,75.244,7,38,1,1,HAVE I TOLD THE TRUTH MISTER GILCRIST,HAVE I TOLD THE TRUTH MISTER GILCHRIST
3,8.23168897629,171.465062,17197,5489.962,145,0.939820051193,2.35,236,75.244,4,23,2,5,LEATER REHLY ONE QUART,LITER ROUGHLY ONE QUART
3,8.23168897629,171.465062,17197,5489.962,146,0.935387849808,2.355,236,75.404,6,23,4,11,WAS THE PEUR F,IT WAS THE BEAUTY OF IT
3,8.23168897629,171.465062,17197,5489.962,147,0.936255931854,2.355,236,75.404,6,36,2,3,WERELIEAVING ON THE ABRAHAM LINCOLN,WE'RE LEAVING ON THE ABRAHAM LINCOLN
3,8.23168897629,171.465062,17197,5489.962,148,0.941765069962,2.36,237,75.564,5,21,1,2,IF I CAN GET PATIENCE,IF I CAN GET PATIENTS
3,8.23168897629,171.465062,17197,5489.962,149,0.941471099854,2.37,238,75.884,5,25,1,1,IS SPOILS ONE'S BEST WORK,IT SPOILS ONE'S BEST WORK
3,8.23168897629,171.465062,17197,5489.962,150,0.939479827881,2.37,238,75.884,6,24,1,1,YES RACHEL I DO ROVE YOU,YES RACHEL I DO LOVE YOU
3,8.23168897629,171.465062,17197,5489.962,151,0.941994905472,2.375,238,76.044,7,33,0,0,MOTHER DEAR FATHER DO YOU HEAR ME,MOTHER DEAR FATHER DO YOU HEAR ME
3,8.23168897629,171.465062,17197,5489.962,152,0.93887090683,2.375,238,76.044,6,23,0,0,YOU KNOW HIM I THINK SO,YOU KNOW HIM I THINK SO
3,8.23168897629,171.465062,17197,5489.962,153,0.95560002327,2.385,239,76.364,9,38,0,0,THIS IS OUR LAST FEAST WITH YOU I SAID,THIS IS OUR LAST FEAST WITH YOU I SAID
3,8.23168897629,171.465062,17197,5489.962,154,0.950172901154,2.385,239,76.364,5,33,0,0,I DIDN'T PREACH WITHOUT DIRECTION,I DIDN'T PREACH WITHOUT DIRECTION
3,8.23168897629,171.465062,17197,5489.962,155,0.952395915985,2.385,239,76.364,4,22,1,3,THE PROBLEM WAS SOBTE,THE PROBLEM WAS SOLVED
3,8.23168897629,171.465062,17197,5489.962,156,0.953507900238,2.385,239,76.364,4,19,2,7,HE KNOS HIS DECERT,HE NODS HIS CONSENT
